순번,판례ID,제목,법원,사건유형,판결유형,선고일자
37506,108869,거절사정,대법원,대법원,특허,1991.06.28
37507,205214,건물철거등,대법원,대법원,민사,1991.06.28
37508,108898,관세법위반,대법원,대법원,형사,1991.06.28
37509,205215,국가유공자등록거부처분취소,대법원,대법원,일반행정,1991.06.28
37510,204846,권리범위확인,대법원,대법원,특허,1991.06.28
37511,205208,면직처분무효확인,대법원,대법원,일반행정,1991.06.28
37512,108850,부당이득금,대법원,대법원,민사,1991.06.28
37513,108857,부당이득금,대법원,대법원,민사,1991.06.28
37514,205213,부당이득금,대법원,대법원,민사,1991.06.28
37515,205203,상표등록무효,대법원,대법원,특허,1991.06.28
37516,205212,소유권이전등기·대지인도등,대법원,대법원,민사,1991.06.28
37517,205205,소유권이전등기등,대법원,대법원,민사,1991.06.28
37518,205216,소유권이전등기말소,대법원,대법원,민사,1991.06.28
37519,108859,소유권이전등기말소,대법원,대법원,민사,1991.06.28
37520,108854,손해배상(기),대법원,대법원,민사,1991.06.28
37521,205209,손해배상(기),대법원,대법원,민사,1991.06.28
37522,205204,손해배상(기),대법원,대법원,민사,1991.06.28
37523,205211,양도소득세등부과처분취소,대법원,대법원,세무,1991.06.28
37524,192922,"업무방해,집회및시위에관한법률위반",대법원,대법원,형사,1991.06.28
37525,205210,임금,대법원,대법원,민사,1991.06.28
37526,204847,자동차운수사업양도인가거부처분취소,대법원,대법원,일반행정,1991.06.28
37527,108933,친족회원선임 및 동 소집,대법원,대법원,가사,1991.06.28
37528,204859,토지수용재결처분취소,대법원,대법원,일반행정,1991.06.28
37529,205206,토지인도등,대법원,대법원,민사,1991.06.28
37530,205207,퇴직금,대법원,대법원,민사,1991.06.28
37531,108896,폭력행위등처벌에관한법률위반,대법원,대법원,형사,1991.06.28
37532,108856,해고무효확인등,대법원,대법원,민사,1991.06.28
37533,108897,"현존건조물방화미수,특수공무집행방해치상,화염병사용등의처벌에관한법률위반,폭력행위등처벌에관한법률위반,집회및시위에관한법률위반,총포.도검.화약류등단속법위반",대법원,대법원,형사,1991.06.28
37534,108866,거절사정,대법원,대법원,특허,1991.06.25
37535,108865,거절사정,대법원,대법원,특허,1991.06.25
37536,205227,건물명도,대법원,대법원,민사,1991.06.25
37537,205224,결의등무효확인,대법원,대법원,민사,1991.06.25
37538,205222,공매처분취소,대법원,대법원,세무,1991.06.25
37539,205230,공유수면매립면허등허가처분취소,대법원,대법원,일반행정,1991.06.25
37540,108895,"교통사고처리특례법위반,도로교통법위반",대법원,대법원,형사,1991.06.25
37541,205223,국가유공자유족등록취소처분취소,대법원,대법원,일반행정,1991.06.25
37542,108894,무고,대법원,대법원,형사,1991.06.25
37543,204796,물품대금,대법원,대법원,민사,1991.06.25
37544,108880,법인세등부과처분취소,대법원,대법원,세무,1991.06.25
37545,108886,법인세등부과처분취소,대법원,대법원,세무,1991.06.25
37546,205220,보험금,대법원,대법원,민사,1991.06.25
37547,205236,부가가치세부과처분취소,대법원,대법원,세무,1991.06.25
37548,108871,부당노동행위구제재심판정취소,대법원,대법원,일반행정,1991.06.25
37549,108891,부동산중개업법위반,대법원,대법원,형사,1991.06.25
37550,205229,부설주차장무단용도변경시정명령취소,대법원,대법원,일반행정,1991.06.25
37551,204830,상속세등부과처분취소,대법원,대법원,세무,1991.06.25
37552,205233,상표등록취소,대법원,대법원,특허,1991.06.25
37553,204797,소유권보존등기말소등,대법원,대법원,민사,1991.06.25
37554,205237,소유권이전등기,대법원,대법원,민사,1991.06.25
37555,205226,소유권이전등기,대법원,대법원,민사,1991.06.25
37556,108840,소유권이전등기말소,대법원,대법원,민사,1991.06.25
37557,205225,소유권이전등기말소,대법원,대법원,민사,1991.06.25
37558,205221,손해배상(기),대법원,대법원,민사,1991.06.25
37559,205228,손해배상(자),대법원,대법원,민사,1991.06.25
37560,108839,손해배상(자),대법원,대법원,민사,1991.06.25
37561,205218,손해배상(자),대법원,대법원,민사,1991.06.25
37562,125458,양육자지정등,대법원,대법원,가사,1991.06.25
37563,205235,임대료,대법원,대법원,민사,1991.06.25
37564,205219,자동차세등부과처분취소,대법원,대법원,일반행정,1991.06.25
37565,108892,주택건설촉진법위반,대법원,대법원,형사,1991.06.25
37566,205234,청구이의,대법원,대법원,민사,1991.06.25
37567,205232,초임호봉획정처분취소,대법원,대법원,일반행정,1991.06.25
37568,108889,"출판물에의한명예훼손,위증",대법원,대법원,형사,1991.06.25
37569,205217,토지과다보유세부과처분취소,대법원,대법원,세무,1991.06.25
37570,205231,토지소유권이전등기,대법원,대법원,민사,1991.06.25
37571,108893,"특정범죄가중처벌등에관한법률위반,강도,절도,강도상해,강도예비,횡령",대법원,대법원,형사,1991.06.25
37572,108890,특정범죄가중처벌등에관한법률위반(관세),대법원,대법원,형사,1991.06.25
37573,108888,특정범죄가중처벌등에관한법률위반(조세),대법원,대법원,형사,1991.06.25
37574,227941,해임처분무효확인,대법원,대법원,민사,1991.06.25
37575,205246,가옥명도,대법원,대법원,민사,1991.06.14
37576,108788,거절사정,대법원,대법원,특허,1991.06.14
37577,205239,건물철거등·담장철거등,대법원,대법원,민사,1991.06.14
37578,108830,건축법위반,대법원,대법원,형사,1991.06.14
37579,108829,도로교통법위반,대법원,대법원,형사,1991.06.14
37580,205238,법관등기피신청,대법원,대법원,민사,1991.06.14
37581,108810,법인세등부과처분취소,대법원,대법원,세무,1991.06.14
37582,205244,소유권이전등기등,대법원,대법원,민사,1991.06.14
37583,205247,소유권확인등,대법원,대법원,민사,1991.06.14
37584,205245,손해배상(기),대법원,대법원,민사,1991.06.14
37585,205243,예비역준사관임용처분취소등,대법원,대법원,일반행정,1991.06.14
37586,204798,위약금,대법원,대법원,민사,1991.06.14
37587,205240,의장등록무효,대법원,대법원,특허,1991.06.14
37588,205241,임원취임승인취소,대법원,대법원,일반행정,1991.06.14
37589,108811,종합소득세등부과처분취소,대법원,대법원,세무,1991.06.14
37590,147255,청구이의,대법원,대법원,민사,1991.06.14
37591,205242,토지소유권이전등기,대법원,대법원,민사,1991.06.14
37592,108828,특수절도미수,대법원,대법원,형사,1991.06.14
37593,205267,갑종근로소득세등부과처분취소,대법원,대법원,세무,1991.06.11
37594,108827,"강도상해,독물및극물에관한법률위반,폭력행위등처벌에관한법률위반",대법원,대법원,형사,1991.06.11
37595,108793,개인택시운송사업면허취소처분취소,대법원,대법원,일반행정,1991.06.11
37596,204869,거절사정,대법원,대법원,특허,1991.06.11
37597,128183,거절사정,대법원,대법원,특허,1991.06.11
37598,204867,거절사정,대법원,대법원,특허,1991.06.11
37599,205259,건물철거등,대법원,대법원,민사,1991.06.11
37600,205254,건물철거등·소유권이전등기,대법원,대법원,민사,1991.06.11
37601,108826,건축법위반,대법원,대법원,형사,1991.06.11
37602,108823,교통사고처리특례법위반,대법원,대법원,형사,1991.06.11
37603,205252,구상금,대법원,대법원,민사,1991.06.11
37604,108815,"노동쟁의조정법위반,업무방해,집회및시위에관한법률위반,폭력행위등처벌에관한법률위반",대법원,대법원,형사,1991.06.11
37605,205257,담장철거등,대법원,대법원,민사,1991.06.11
37606,108792,도살해체수수료징수승인거부처분취소등,대법원,대법원,일반행정,1991.06.11
37607,108817,배임수재,대법원,대법원,형사,1991.06.11
37608,108818,배임수재,대법원,대법원,형사,1991.06.11
37609,204808,부당이득금반환,대법원,대법원,민사,1991.06.11
37610,108822,사기,대법원,대법원,형사,1991.06.11
37611,108821,"사기,특정경제범죄가중처벌등에관한법률위반",대법원,대법원,형사,1991.06.11
37612,205250,상표등록무효,대법원,대법원,특허,1991.06.11
37613,205270,석유판매업허가신청반려처분취소,대법원,대법원,일반행정,1991.06.11
37614,205260,소유권보존등기말소등기,대법원,대법원,민사,1991.06.11
37615,204831,소유권이전등기,대법원,대법원,민사,1991.06.11
37616,204802,소유권이전등기,대법원,대법원,민사,1991.06.11
37617,205269,손해배상(기),대법원,대법원,민사,1991.06.11
37618,205253,손해배상(기),대법원,대법원,민사,1991.06.11
37619,205262,손해배상(기),대법원,대법원,민사,1991.06.11
37620,205265,손해배상(기),대법원,대법원,민사,1991.06.11
37621,205249,수표금,대법원,대법원,민사,1991.06.11
37622,205258,양도소득세등부과처분취소,대법원,대법원,세무,1991.06.11
37623,204832,양도소득세등부과처분취소,대법원,대법원,세무,1991.06.11
37624,205251,양도소득세등부과처분취소,대법원,대법원,세무,1991.06.11
37625,205261,양도소득세등부과처분취소,대법원,대법원,세무,1991.06.11
37626,108816,업무방해,대법원,대법원,형사,1991.06.11
37627,108820,"업무방해,집회및시위에관한법률위반,폭력행위등처벌에관한법률위반",대법원,대법원,형사,1991.06.11
37628,108819,"업무방해,폭력행위등처벌에관한법률위반",대법원,대법원,형사,1991.06.11
37629,108825,외국환관리법위반,대법원,대법원,형사,1991.06.11
37630,205264,위헌제청신청,대법원,대법원,세무,1991.06.11
37631,108789,자동차운전면허취소처분취소,대법원,대법원,일반행정,1991.06.11
37632,108782,재산상속인상속포기신고,대법원,대법원,가사,1991.06.11
37633,205255,재산세등부과처분취소,대법원,대법원,세무,1991.06.11
37634,108824,절도,대법원,대법원,형사,1991.06.11
37635,108813,"주택건설촉진법위반,특정경제범죄가중처벌등에관한법률위반",대법원,대법원,형사,1991.06.11
37636,108807,증여세등부과처분취소,대법원,대법원,세무,1991.06.11
37637,205268,증여세등부과처분취소,대법원,대법원,세무,1991.06.11
37638,205263,증여세등부과처분취소,대법원,대법원,세무,1991.06.11
37639,205272,증여세등부과처분취소,대법원,대법원,세무,1991.06.11
37640,108814,직무유기,대법원,대법원,형사,1991.06.11
37641,205271,취득세부과처분취소,대법원,대법원,세무,1991.06.11
37642,204868,토지과다보유세부과처분취소,대법원,대법원,일반행정,1991.06.11
37643,205266,토지수용재결처분취소,대법원,대법원,일반행정,1991.06.11
37644,205256,토지인도,대법원,대법원,민사,1991.06.11
37645,205248,토지인도등,대법원,대법원,민사,1991.06.11
37646,205273,건설업면허취소처분효력정지,대법원,대법원,일반행정,1991.05.29
37647,108743,"강간,강간치상",대법원,대법원,형사,1991.05.28
37648,192920,거절사정,대법원,대법원,특허,1991.05.28
37649,204809,건물철거,대법원,대법원,민사,1991.05.28
37650,201252,건물철거등,대법원,대법원,민사,1991.05.28
37651,205300,건물철거등,대법원,대법원,민사,1991.05.28
37652,205281,건물퇴거,대법원,대법원,민사,1991.05.28
37653,108742,"건축법위반,업무상횡령",대법원,대법원,형사,1991.05.28
37654,205280,공사대금,대법원,대법원,민사,1991.05.28
37655,108746,공중위생법위반,대법원,대법원,형사,1991.05.28
37656,108749,"관세법위반,방위세법위반",대법원,대법원,형사,1991.05.28
37657,108754,교통사고처리특례법위반,대법원,대법원,형사,1991.05.28
37658,108740,교통사고처리특례법위반,대법원,대법원,형사,1991.05.28
37659,205312,구상금,대법원,대법원,민사,1991.05.28
37660,205286,권리범위확인,대법원,대법원,특허,1991.05.28
37661,108741,"대마관리법위반,마약법위반,특정범죄가중처벌등에관한법률위반,향정신성의약품관리법위반",대법원,대법원,형사,1991.05.28
37662,108750,"도주차량,특정범죄가중처벌등에관한법률위반",대법원,대법원,형사,1991.05.28
37663,108678,물품반환,대법원,대법원,민사,1991.05.28
37664,108724,법인세등부과처분취소,대법원,대법원,세무,1991.05.28
37665,108745,"보건범죄단속에관한특별조치법위반,약사법위반",대법원,대법원,형사,1991.05.28
37666,205288,부가가치세부과처분취소,대법원,대법원,세무,1991.05.28
37667,205299,부가가치세부과처분취소,대법원,대법원,세무,1991.05.28
37668,108726,부가가치세부과처분취소,대법원,대법원,세무,1991.05.28
37669,108709,부당노동행위구제재심판정취소,대법원,대법원,일반행정,1991.05.28
37670,108711,부당노동행위구제재심판정취소,대법원,대법원,일반행정,1991.05.28
37671,205282,부당이득금반환,대법원,대법원,민사,1991.05.28
37672,108753,"사기,특정경제범죄가중처벌등에관한법률위반",대법원,대법원,형사,1991.05.28
37673,108748,"사기,특정경제범죄가중처벌등에관한법률위반",대법원,대법원,형사,1991.05.28
37674,108706,산재보험법상사업종류를석회석광업으로적용한처분취소,대법원,대법원,일반행정,1991.05.28
37675,205303,상속세등부과처분취소,대법원,대법원,세무,1991.05.28
37676,205277,상표등록무효,대법원,대법원,특허,1991.05.28
37677,205294,소유권이전등기,대법원,대법원,민사,1991.05.28
37678,205295,소유권이전등기,대법원,대법원,민사,1991.05.28
37679,205306,소유권이전등기,대법원,대법원,민사,1991.05.28
37680,205307,소유권이전등기,대법원,대법원,민사,1991.05.28
37681,205301,소유권이전등기,대법원,대법원,민사,1991.05.28
37682,205283,소유권이전등기,대법원,대법원,민사,1991.05.28
37683,205313,소유권이전등기말소,대법원,대법원,민사,1991.05.28
37684,108685,소유권이전등기말소등,대법원,대법원,민사,1991.05.28
37685,205285,소유권확인,대법원,대법원,민사,1991.05.28
37686,205311,소유권확인,대법원,대법원,민사,1991.05.28
37687,205275,소유권확인등,대법원,대법원,민사,1991.05.28
37688,108696,손해배상(기),대법원,대법원,민사,1991.05.28
37689,108677,손해배상(기),대법원,대법원,민사,1991.05.28
37690,205309,손해배상(기),대법원,대법원,민사,1991.05.28
37691,108670,손해배상(기),대법원,대법원,민사,1991.05.28
37692,205290,손해배상(자),대법원,대법원,민사,1991.05.28
37693,205298,손해배상(자),대법원,대법원,민사,1991.05.28
37694,108693,손해배상(자),대법원,대법원,민사,1991.05.28
37695,205289,수표금,대법원,대법원,민사,1991.05.28
37696,205310,시외버스운송사업계획변경인가처분취소,대법원,대법원,일반행정,1991.05.28
37697,205274,약정금,대법원,대법원,민사,1991.05.28
37698,205278,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.28
37699,205297,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.28
37700,205287,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.28
37701,205314,양도소득세부과처분취소,대법원,대법원,세무,1991.05.28
37702,205302,이사선임처분등취소,대법원,대법원,일반행정,1991.05.28
37703,205284,입주권명의변경,대법원,대법원,민사,1991.05.28
37704,108751,"장물알선,총포도검화약류등단속법위반,폭력행위등처벌에관한법률위반",대법원,대법원,형사,1991.05.28
37705,108752,"절도,특정범죄가중처벌등에관한법률위반",대법원,대법원,형사,1991.05.28
37706,205276,주위토지통행권확인·통행료등,대법원,대법원,민사,1991.05.28
37707,204799,주주총회결의등무효확인,대법원,대법원,민사,1991.05.28
37708,205279,증여세등부과처분취소,대법원,대법원,세무,1991.05.28
37709,205292,증여세등부과처분취소,대법원,대법원,세무,1991.05.28
37710,108732,증여세부과처분취소,대법원,대법원,세무,1991.05.28
37711,205304,증여세부과처분취소,대법원,대법원,세무,1991.05.28
37712,108701,친생자관계부존재확인,대법원,대법원,가사,1991.05.28
37713,108671,토지소유권이전등기,대법원,대법원,민사,1991.05.28
37714,205291,토지수용재결처분취소,대법원,대법원,일반행정,1991.05.28
37715,205296,토지수용재결처분취소,대법원,대법원,일반행정,1991.05.28
37716,205308,토지인도등,대법원,대법원,민사,1991.05.28
37717,205293,퇴직금,대법원,대법원,민사,1991.05.28
37718,204840,퇴직금등,대법원,대법원,민사,1991.05.28
37719,108713,파면처분취소,대법원,대법원,일반행정,1991.05.28
37720,108747,폭력행위등처벌에관한법률위반,대법원,대법원,형사,1991.05.28
37721,108739,폭력행위등처벌에관한법률위반,대법원,대법원,형사,1991.05.28
37722,108665,해고무효확인,대법원,대법원,민사,1991.05.28
37723,108691,해고무효확인등,대법원,대법원,민사,1991.05.28
37724,108699,해고무효확인등,대법원,대법원,민사,1991.05.28
37725,159306,허위 공문서 작성·동행사,대법원,대법원,형사,1991.05.28
37726,108738,"허위공문서작성,허위공문서작성행사",대법원,대법원,형사,1991.05.28
37727,108700,혼인취소,대법원,대법원,가사,1991.05.28
37728,205305,회사정리,대법원,대법원,민사,1991.05.28
37729,108735,"노동쟁의조정법위반,직무유기",대법원,대법원,형사,1991.05.24
37730,108716,법인세등부과처분취소,대법원,대법원,세무,1991.05.24
37731,205319,상속세등부과처분취소,대법원,대법원,세무,1991.05.24
37732,108660,소유권확인,대법원,대법원,민사,1991.05.24
37733,108661,손해배상(자),대법원,대법원,민사,1991.05.24
37734,205320,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.24
37735,205318,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.24
37736,108659,주식인도등,대법원,대법원,민사,1991.05.24
37737,205315,증여세등부과처분취소,대법원,대법원,세무,1991.05.24
37738,205317,토지수용재결처분등취소,대법원,대법원,일반행정,1991.05.24
37739,205316,퇴직금,대법원,대법원,민사,1991.05.24
37740,189950,"특정경제범죄가중처벌등에관한법률위반,위증",대법원,대법원,형사,1991.05.24
37741,108736,폭력행위등처벌에관한법률위반,대법원,대법원,형사,1991.05.24
37742,108758,"전부결정,채권압류",대법원,대법원,민사,1991.05.20
37743,205321,소송이송,대법원,대법원,민사,1991.05.17
37744,205323,공사중지가처분결정,대법원,대법원,민사,1991.05.15
37745,205322,부동산경락허가결정,대법원,대법원,민사,1991.05.15
37746,108622,80년해직공무원보상제외처분취소,대법원,대법원,일반행정,1991.05.14
37747,205336,개인택시운송사업면허거부처분취소,대법원,대법원,일반행정,1991.05.14
37748,205331,건물명도,대법원,대법원,민사,1991.05.14
37749,108597,건물명도,대법원,대법원,민사,1991.05.14
37750,108598,건물철거등,대법원,대법원,민사,1991.05.14
37751,108649,공중위생법위반(인정된죄명:복표발행·현상기타사행행위단속법위반),대법원,대법원,형사,1991.05.14
37752,108655,교통사고처리특례법위반,대법원,대법원,형사,1991.05.14
37753,205344,권리범위확인,대법원,대법원,특허,1991.05.14
37754,205339,대여금,대법원,대법원,민사,1991.05.14
37755,205329,대중음식점영업정지처분취소,대법원,대법원,일반행정,1991.05.14
37756,205341,대중음식점영업허가취소처분취소,대법원,대법원,일반행정,1991.05.14
37757,108650,명예훼손,대법원,대법원,형사,1991.05.14
37758,204852,보험금,대법원,대법원,민사,1991.05.14
37759,108594,보험금,대법원,대법원,민사,1991.05.14
37760,205326,부가가치세부과처분취소,대법원,대법원,세무,1991.05.14
37761,205333,부가가치세부과처분취소,대법원,대법원,세무,1991.05.14
37762,108641,부가가치세부과처분취소,대법원,대법원,세무,1991.05.14
37763,205328,부당노동행위구제재심판정취소,대법원,대법원,일반행정,1991.05.14
37764,108593,부당이득금반환,대법원,대법원,민사,1991.05.14
37765,108616,상표등록취소,대법원,대법원,특허,1991.05.14
37766,108651,상해,대법원,대법원,형사,1991.05.14
37767,108653,"상해치사,폭력행위등처벌에관한법률위반",대법원,대법원,형사,1991.05.14
37768,205338,소유권보존등기말소등,대법원,대법원,민사,1991.05.14
37769,205340,소유권이전등기,대법원,대법원,민사,1991.05.14
37770,205335,소유권이전등기등,대법원,대법원,민사,1991.05.14
37771,205325,소유권이전등기말소,대법원,대법원,민사,1991.05.14
37772,205324,소유권확인,대법원,대법원,민사,1991.05.14
37773,205327,손해배상(기),대법원,대법원,민사,1991.05.14
37774,205332,손해배상(산),대법원,대법원,민사,1991.05.14
37775,205343,손해배상(자),대법원,대법원,민사,1991.05.14
37776,108596,손해배상(자),대법원,대법원,민사,1991.05.14
37777,108595,손해배상(자),대법원,대법원,민사,1991.05.14
37778,108654,수산업법위반,대법원,대법원,형사,1991.05.14
37779,205337,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.14
37780,205345,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.14
37781,205342,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.14
37782,108592,임금,대법원,대법원,민사,1991.05.14
37783,108626,자동차운송면허취소처분취소,대법원,대법원,일반행정,1991.05.14
37784,108627,자동차운전면허취소처분취소,대법원,대법원,일반행정,1991.05.14
37785,204841,증여세등부과처분취소,대법원,대법원,세무,1991.05.14
37786,205330,취득세부과처분취소,대법원,대법원,세무,1991.05.14
37787,205334,토지소유권이전등기말소,대법원,대법원,민사,1991.05.14
37788,108652,"특정범죄가중처벌등에관한법률위반,특수절도교사",대법원,대법원,형사,1991.05.14
37789,148077,해고무효확인,대법원,대법원,민사,1991.05.14
37790,108599,해고무효확인등,대법원,대법원,민사,1991.05.14
37791,108591,해임처분무효확인,대법원,대법원,민사,1991.05.14
37792,108602,해직처분무효확인,대법원,대법원,민사,1991.05.14
37793,108620,감봉처분취소,대법원,대법원,일반행정,1991.05.10
37794,108648,강간치상,대법원,대법원,형사,1991.05.10
37795,108613,거절사정,대법원,대법원,특허,1991.05.10
37796,108586,구상금,대법원,대법원,민사,1991.05.10
37797,108587,구상금등,대법원,대법원,민사,1991.05.10
37798,108644,무고,대법원,대법원,형사,1991.05.10
37799,108580,소유권이전등기말소,대법원,대법원,민사,1991.05.10
37800,108590,소유권이전등기말소,대법원,대법원,민사,1991.05.10
37801,108589,소유권이전등기말소등기,대법원,대법원,민사,1991.05.10
37802,108585,손해배상(기),대법원,대법원,민사,1991.05.10
37803,108588,손해배상(자),대법원,대법원,민사,1991.05.10
37804,108581,손해배상(자),대법원,대법원,민사,1991.05.10
37805,108582,손해배상(자),대법원,대법원,민사,1991.05.10
37806,207514,손해배상(자),대법원,대법원,민사,1991.05.10
37807,108584,손해배상(자),대법원,대법원,민사,1991.05.10
37808,108583,실용신안권침해금지등,대법원,대법원,민사,1991.05.10
37809,205349,양도소득세등부과처분취소,대법원,대법원,세무,1991.05.10
37810,108642,위증,대법원,대법원,형사,1991.05.10
37811,204870,의장등록무효,대법원,대법원,특허,1991.05.10
37812,108619,자동차운전면허취소처분취소,대법원,대법원,일반행정,1991.05.10
37813,205347,재산세등부과처분취소,대법원,대법원,세무,1991.05.10
37814,205351,재산세등부과처분취소,대법원,대법원,세무,1991.05.10
37815,108647,"절도,절도미수",대법원,대법원,형사,1991.05.10
37816,108577,종회총회결의부존재확인,대법원,대법원,민사,1991.05.10
37817,205352,증여세등부과처분무효확인,대법원,대법원,세무,1991.05.10
37818,205348,증여세등부과처분취소,대법원,대법원,세무,1991.05.10
37819,108645,"집회및시위에관한법률위반,업무방해,폭력행위등처벌에관한법률위반,공무집행방해",대법원,대법원,형사,1991.05.10
37820,205350,취득세부과처분취소,대법원,대법원,세무,1991.05.10
37821,108646,특수공무집행방해치상(인정된 죄명:상해),대법원,대법원,형사,1991.05.10
37822,108643,폭력행위등처벌에관한법률위반,대법원,대법원,형사,1991.05.10
37823,108578,해임처분무효확인등,대법원,대법원,민사,1991.05.10
37824,205346,환지청산금부과처분취소등,대법원,대법원,일반행정,1991.05.10
37825,108734,상소권회복청구기각결정에대한재항고,대법원,대법원,형사,1991.05.06
37826,108617,행정처분집행정지,대법원,대법원,일반행정,1991.05.06
37827,108565,형집행이의신청기각결정에대한재항고,대법원,대법원,형사,1991.05.06
37828,108528,접견허가거부처분효력정지,대법원,대법원,일반행정,1991.05.02
37829,205353,판결경정,대법원,대법원,민사,1991.05.01
37830,108575,주주총회소집허가,대법원,대법원,민사,1991.04.30
37831,108400,대여금,대법원,대법원,민사,1991.04.29
37832,142023,"위헌제청신청,판결정정",대법원,대법원,형사,1991.04.29
37833,108507,가등기에기한본등기,대법원,대법원,민사,1991.04.26
37834,108500,건물철거등,대법원,대법원,민사,1991.04.26
37835,108574,공사대금,대법원,대법원,민사,1991.04.26
37836,189314,국가보안법위반·집회및시위에관한법률위반·폭력행위등처벌에관한법률위반,대법원,대법원,형사,1991.04.26
37837,108527,대중음식점영업정지처분취소,대법원,대법원,일반행정,1991.04.26
37838,108525,보험급여청구기각판정취소,대법원,대법원,일반행정,1991.04.26
37839,108543,부가가치세부과처분취소,대법원,대법원,세무,1991.04.26
37840,108545,부가가치세부과처분취소,대법원,대법원,세무,1991.04.26
37841,108515,상표등록무효,대법원,대법원,특허,1991.04.26
37842,108509,소유권보존등기말소,대법원,대법원,민사,1991.04.26
37843,108497,소유권보존등기말소등,대법원,대법원,민사,1991.04.26
37844,108502,소유권이전등기말소,대법원,대법원,민사,1991.04.26
37845,108504,소유권확인,대법원,대법원,민사,1991.04.26
37846,108496,손해배상(기),대법원,대법원,민사,1991.04.26
37847,108503,손해배상(기),대법원,대법원,민사,1991.04.26
37848,108499,손해배상(기),대법원,대법원,민사,1991.04.26
37849,108493,손해배상(기),대법원,대법원,민사,1991.04.26
37850,108498,손해배상(기),대법원,대법원,민사,1991.04.26
37851,108501,손해배상(자),대법원,대법원,민사,1991.04.26
37852,108544,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.26
37853,108546,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.26
37854,108572,위헌여부심판제청신청,대법원,대법원,민사,1991.04.26
37855,108494,이익배당금등,대법원,대법원,민사,1991.04.26
37856,108563,절도,대법원,대법원,형사,1991.04.26
37857,108542,증여세등부과처분취소,대법원,대법원,세무,1991.04.26
37858,108492,채무부존재확인등,대법원,대법원,민사,1991.04.26
37859,108526,택시운행정지처분취소,대법원,대법원,일반행정,1991.04.26
37860,108506,토지소유권이전등기말소,대법원,대법원,민사,1991.04.26
37861,108573,토지소유권확인,대법원,대법원,민사,1991.04.26
37862,108505,해고무효확인,대법원,대법원,민사,1991.04.26
37863,108523,소송비용액확정,대법원,대법원,일반행정,1991.04.24
37864,108524,소송비용액확정,대법원,대법원,일반행정,1991.04.24
37865,108513,거절사정,대법원,대법원,특허,1991.04.23
37866,108511,거절사정,대법원,대법원,특허,1991.04.23
37867,108510,거절사정,대법원,대법원,특허,1991.04.23
37868,108514,거절사정,대법원,대법원,특허,1991.04.23
37869,167575,거절 사정,대법원,대법원,특허,1991.04.23
37870,108473,건물철거등,대법원,대법원,민사,1991.04.23
37871,108556,건축법위반,대법원,대법원,형사,1991.04.23
37872,169532,계약금 반환 등,대법원,대법원,민사,1991.04.23
37873,108476,공사금,대법원,대법원,민사,1991.04.23
37874,108558,"공정증서원본불실기재,불실기재공정증서원본행사",대법원,대법원,형사,1991.04.23
37875,108470,구상금,대법원,대법원,민사,1991.04.23
37876,108557,국가보안법위반,대법원,대법원,형사,1991.04.23
37877,108548,"노동쟁의조정법위반,병역법위반",대법원,대법원,형사,1991.04.23
37878,108559,뇌물수수,대법원,대법원,형사,1991.04.23
37879,108468,대여금,대법원,대법원,민사,1991.04.23
37880,108550,도로교통법위반,대법원,대법원,형사,1991.04.23
37881,108560,"변호사법위반,횡령,사기미수",대법원,대법원,형사,1991.04.23
37882,108485,보증금,대법원,대법원,민사,1991.04.23
37883,108571,보증채무금,대법원,대법원,민사,1991.04.23
37884,108540,부가가치세부과처분취소,대법원,대법원,세무,1991.04.23
37885,108537,부가가치세부과처분취소,대법원,대법원,세무,1991.04.23
37886,163122,부가가치세부과처분취소,대법원,대법원,세무,1991.04.23
37887,108520,부당노동행위구제재심판정취소,대법원,대법원,일반행정,1991.04.23
37888,108489,부동산근저당권설정등기말소,대법원,대법원,민사,1991.04.23
37889,135642,"부동산중개업법위반,주택건설촉진법위반",대법원,대법원,형사,1991.04.23
37890,108530,상속세등부과처분취소,대법원,대법원,세무,1991.04.23
37891,108561,"상해치사,폭력행위등처벌에관한법률위반,일반물방화,집회및시위에관한법률위반,노동쟁의조정법위반,업무방해,공용물건손상,공문서변조,공문서변조행사,공문서위조",대법원,대법원,형사,1991.04.23
37892,145316,소유권이전등기,대법원,대법원,민사,1991.04.23
37893,108483,소유권이전등기,대법원,대법원,민사,1991.04.23
37894,108488,소유권이전등기,대법원,대법원,민사,1991.04.23
37895,108462,소유권이전등기,대법원,대법원,민사,1991.04.23
37896,108475,소유권이전등기말소,대법원,대법원,민사,1991.04.23
37897,108479,소유권이전등기말소,대법원,대법원,민사,1991.04.23
37898,108467,소유권이전등기말소,대법원,대법원,민사,1991.04.23
37899,108480,소유권이전등기말소등,대법원,대법원,민사,1991.04.23
37900,108487,소유권이전등기말소등,대법원,대법원,민사,1991.04.23
37901,108464,"소유권이전등기말소,부당이득금반환",대법원,대법원,민사,1991.04.23
